"Período","Mes","año","Zona","Provincia","Cantón","Oeps / Ueps","Sector Productivo","Tipo de Acompañamiento","Servicio DPC","Detalle del Servicio","No. Beneficiarios","RowID","Periodo","Mes (Right)","Provincia (Right)","Sector_Productivo","Servicio_DPC","No_Beneficiarios","$oid"
"3. Trimestre","Septiembre",2021,"6","AZUAY","CUENCA","OEPS","No priorizado en el cambio de la matriz productiva","Mejora Flujo Proceso Comercial","Asistencia Técnica Administrativa","Asesoría personalizada al beneficiario para mejoras en aspectos administrativos",10,"Row321","2. Trimestre","Abril","LOJA","Servicios","Servicio Limpieza",54,"6a5e8e8d453c93e2f72068b0"
"3. Trimestre","Septiembre",2021,"6","AZUAY","SEVILLA DE ORO","OEPS","No priorizado en el cambio de la matriz productiva","Mejora Flujo Proceso Comercial","Asistencia Técnica Administrativa","Asesoría personalizada al beneficiario para mejoras en aspectos administrativos",13,"Row322","3. Trimestre","Febrero","IMBABURA","Servicios","Obtención Producto",18,"6a5e8e8d453c93e2f72068b1"
"3. Trimestre","Septiembre",2021,"6","CAÑAR","AZOGUES","OEPS","No priorizado en el cambio de la matriz productiva","Mejora Flujo Proceso Comercial","Asistencia Técnica Administrativa","Asesoría personalizada al beneficiario para mejoras en aspectos administrativos",11,"Row323","2. Trimestre","Abril","AZUAY","Comercio","Servicio Limpieza",49,"6a5e8e8d453c93e2f72068b2"
"3. Trimestre","Septiembre",2021,"7","ZAMORA CHINCHIPE","CENTINELA DEL CONDOR","OEPS","Agroalimentario","Capacitación en mejoramiento del sistema de control y cumplimiento normativo","Asistencia Técnica Administrativa","Asesoría personalizada al beneficiario para mejoras en aspectos administrativos",13,"Row324","4. Trimestre","Marzo","IMBABURA","Servicios","Servicio Limpieza",20,"6a5e8e8d453c93e2f72068b3"
"3. Trimestre","Septiembre",2021,"7","ZAMORA CHINCHIPE","ZAMORA","OEPS","Servicios","Capacitación proceso de comercialización","Asistencia Técnica Administrativa","Asesoría personalizada al beneficiario para mejoras en aspectos administrativos",24,"Row325","1. Trimestre","Enero","GUAYAS","Comercio","Asistencia Técnica",37,"6a5e8e8d453c93e2f72068b4"
"3. Trimestre","Septiembre",2021,"7","EL ORO","MACHALA","OEPS","Servicios","Capacitación diseño de modelo de gestión y propuesta de trabajo","Asistencia Técnica Administrativa","Asesoría personalizada al beneficiario para mejoras en aspectos administrativos",14,"Row326","4. Trimestre","Enero","LOJA","Agropecuario","Mejora Flujo Proceso",79,"6a5e8e8d453c93e2f72068b5"
"3. Trimestre","Septiembre",2021,"8","DM GUAYAQUIL","GUAYAQUIL","OEPS","Cadenas vinculadas a industrias básicas","Asesoramiento Certificación INEN","Asistencia Técnica Administrativa","Asesoría personalizada al beneficiario para mejoras en aspectos administrativos",16,"Row327","4. Trimestre","Enero","IMBABURA","Textil","Servicio Limpieza",73,"6a5e8e8d453c93e2f72068b6"
"3. Trimestre","Septiembre",2021,"8","DM GUAYAQUIL","GUAYAQUIL","OEPS","No priorizado en el cambio de la matriz productiva","Asesoramiento Certificación INEN","Asistencia Técnica Administrativa","Asesoría personalizada al beneficiario para mejoras en aspectos administrativos",22,"Row328","2. Trimestre","Febrero","LOJA","Textil","Servicio Limpieza",38,"6a5e8e8d453c93e2f72068b7"
"3. Trimestre","Septiembre",2021,"DMQ","DM QUITO","QUITO","OEPS","Cadenas vinculadas a industrias básicas","Capacitación Imagen Corporativa","Asistencia Técnica Administrativa","Asesoría personalizada al beneficiario para mejoras en aspectos administrativos",16,"Row329","1. Trimestre","Febrero","LOJA","Comercio","Obtención Producto",23,"6a5e8e8d453c93e2f72068b8"
"3. Trimestre","Septiembre",2021,"DMQ","DM QUITO","QUITO","OEPS","Cadenas vinculadas a industrias básicas","Capacitación Imagen Corporativa","Asistencia Técnica Administrativa","Asesoría personalizada al beneficiario para mejoras en aspectos administrativos",14,"Row330","1. Trimestre","Febrero","LOJA","Textil","Asistencia Técnica",85,"6a5e8e8d453c93e2f72068b9"
"3. Trimestre","Septiembre",2021,"DMQ","DM QUITO","QUITO","OEPS","Servicios","Capacitación Imagen Corporativa","Asistencia Técnica Administrativa","Asesoría personalizada al beneficiario para mejoras en aspectos administrativos",10,"Row331","3. Trimestre","Abril","PICHINCHA","Servicios","Obtención Producto",60,"6a5e8e8d453c93e2f72068ba"
"4. Trimestre","Octubre",2021,"2","ORELLANA","ORELLANA","OEPS","Servicios","Asesoramiento Certificación INEN","Asistencia Técnica Administrativa","Asesoría personalizada al beneficiario para mejoras en aspectos administrativos",1,"Row332","1. Trimestre","Abril","AZUAY","Servicios","Mejora Flujo Proceso",55,"6a5e8e8d453c93e2f72068bb"
"4. Trimestre","Octubre",2021,"2","NAPO","TENA","OEPS","No priorizado en el cambio de la matriz productiva","Capital de Trabajo","Articulación Financiamiento","Acompañamiento al beneficiario para el acceso a fuentes de financiamiento",1,"Row333","2. Trimestre","Enero","AZUAY","Comercio","Obtención Producto",14,"6a5e8e8d453c93e2f72068bc"
"4. Trimestre","Octubre",2021,"2","ORELLANA","LORETO","OEPS","Agroalimentario","Capital de Trabajo","Articulación Financiamiento","Acompañamiento al beneficiario para el acceso a fuentes de financiamiento",1,"Row334","1. Trimestre","Enero","GUAYAS","Comercio","Servicio Limpieza",42,"6a5e8e8d453c93e2f72068bd"
